id_leitura;data_leitura;id_sensor;tipo_equipamento;temp_ambiente;temp_processo;rotacao_rpm;pressao_hidraulica_bar;vibracao_acumulada;status_falha;alerta_fadiga_material;alerta_sobreaquecimento;alerta_pressao_critica;alerta_sobrecarga_eixo;alerta_falha_eletronica;observacoes_operador
2853;28/04/2024 19:59;M17712;M;3005;3094;13470;501;213;0;0;0;0;0;0;
2854;28/04/2024 20:59;M17713;M;3005;3093;15390;391;216;0;0;0;0;0;0;
2855;28/04/2024 21:59;L50034;L;3005;3093;14700;408;219;0;0;0;0;0;0;
2856;28/04/2024 22:59;L50035;L;3005;3093;15280;370;221;0;0;0;0;0;0;
2857;28/04/2024 23:59;H32270;H;3005;3093;14710;452;223;0;0;0;0;0;0;
2858;29/04/2024 00:59;M17717;M;3004;3092;15280;;228;0;0;0;0;0;0;
2859;29/04/2024 01:59;L50038;L;3005;3093;14170;;231;1;0;0;0;1;0;
2860;29/04/2024 02:59;L50039;L;3006;3094;15490;434;233;0;0;0;0;0;0;
2861;29/04/2024 03:59;H32274;H;3006;3094;14630;492;235;0;0;0;0;0;0;
2862;29/04/2024 04:59;L50041;L;3007;3095;14790;436;240;0;0;0;0;0;0;
2863;29/04/2024 05:59;L50042;L;;3095;18670;230;242;0;0;0;0;0;0;
2864;29/04/2024 06:59;L50043;L;3006;3094;14710;441;244;0;0;0;0;0;0;
2865;29/04/2024 07:59;H32278;H;3006;3094;13800;476;246;1;10;0;0;0;0;
2866;29/04/2024 08:59;H32279;H;3007;3097;16230;327;0;0;0;0;0;0;0;
2867;29/04/2024 09:59;L50046;L;3008;3097;19970;207;5;0;0;0;0;0;0;
2868;29/04/2024 10:59;H32281;H;3007;3096;13900;485;7;0;0;0;0;0;0;
2869;29/04/2024 11:59;L50048;L;3008;3097;14180;466;12;0;0;0;0;0;0;
2870;29/04/2024 12:59;L50049;L;3008;3097;15190;358;14;0;0;0;0;0;0;
2871;29/04/2024 13:59;M17730;M;3008;3097;15190;397;16;0;0;0;0;0;0;
2872;29/04/2024 14:59;M17731;M;3007;3096;15360;372;19;0;0;0;0;0;0;
2873;29/04/2024 15:59;L50052;L;3008;3096;16800;287;22;0;0;0;0;0;0;
2874;29/04/2024 16:59;H32287;H;3006;3094;15550;379;24;0;0;0;0;0;0;
2875;29/04/2024 17:59;L50054;L;3006;3095;14710;496;29;0;0;0;0;0;0;
2876;29/04/2024 18:59;M17735;M;3005;3094;18770;238;31;0;0;0;0;0;0;
2877;29/04/2024 19:59;M17736;M;3005;3093;15780;305;34;0;0;0;0;0;0;
2878;29/04/2024 20:59;M17737;M;3005;3094;16550;321;37;0;0;0;0;0;0;
2879;29/04/2024 21:59;H32292;H;3005;3094;15020;343;40;0;0;0;0;0;0;
2880;29/04/2024 22:59;M17739;M;3006;3094;13670;632;45;1;0;0;10;0;0;
2881;29/04/2024 23:59;L50060;L;3007;3095;15410;372;48;0;0;0;0;0;0;
2882;30/04/2024 00:59;M17741;M;3006;3096;15880;370;50;0;0;0;0;0;0;
2883;30/04/2024 01:59;L50062;L;3006;3096;16840;328;53;0;0;0;0;0;0;
2884;30/04/2024 02:59;L50063;L;3006;3095;14370;400;55;0;0;0;0;0;0;
2885;30/04/2024 03:59;L50064;L;3006;3096;14090;424;57;0;0;0;0;0;0;
2886;30/04/2024 04:59;M17745;M;3005;3095;13200;499;59;0;0;0;0;0;0;
2887;30/04/2024 05:59;H32300;H;3005;3095;16350;342;62;0;0;0;0;0;0;
2888;30/04/2024 06:59;M17747;M;3005;3095;16910;276;67;0;0;0;0;0;0;
2889;30/04/2024 07:59;M17748;M;3006;3096;13650;500;70;0;0;0;0;0;0;
2890;30/04/2024 08:59;M17749;M;3007;3097;-9990;382;73;0;;0;0;0;0;
2891;30/04/2024 09:59;L50070;L;3006;3097;15930;324;76;0;0;0;0;0;0;
2892;30/04/2024 10:59;L50071;L;3006;3096;-9990;307;78;0;0;0;0;0;0;
2893;30/04/2024 11:59;L50072;L;3007;3096;13290;543;80;0;0;0;0;0;0;
2894;30/04/2024 12:59;M17753;M;3007;3096;15680;352;82;0;0;0;0;0;0;
2895;30/04/2024 13:59;L50074;L;3007;3096;17330;248;85;0;0;0;0;0;0;
2896;30/04/2024 14:59;M17755;M;3007;3096;14730;481;87;0;0;0;0;0;0;
2897;30/04/2024 15:59;M17756;M;3007;3095;16330;313;90;0;0;0;0;0;0;
2898;30/04/2024 16:59;M17757;M;3006;3095;15300;402;93;0;0;0;0;0;0;
2899;30/04/2024 17:59;M17758;M;3006;3095;15500;402;96;0;0;0;0;0;0;Verificar vibração
2900;30/04/2024 18:59;L50079;L;3006;3094;14100;;99;0;0;0;0;0;0;
2901;30/04/2024 19:59;L50080;L;3005;3093;15740;335;101;0;0;0;0;0;0;
2902;30/04/2024 20:59;L50081;L;3006;3094;14250;403;103;0;0;0;0;0;0;
2903;30/04/2024 21:59;M17762;M;3006;3094;15410;;105;0;0;0;0;0;0;
2904;30/04/2024 22:59;M17763;M;3007;3095;17330;267;108;0;0;0;0;0;0;
2905;30/04/2024 23:59;L50084;L;3006;3094;24960;135;111;0;0;0;0;0;0;
2906;01/05/2024 00:59;L50085;L;3006;3094;15520;364;113;0;0;0;0;0;0;
2907;01/05/2024 01:59;L50086;L;3006;3093;14090;387;115;0;0;0;0;0;0;
2908;01/05/2024 02:59;M17767;M;3006;3094;15810;357;117;0;0;0;0;0;0;
2909;01/05/2024 03:59;L50088;L;3007;3095;12510;599;120;0;0;0;0;0;0;
2910;01/05/2024 04:59;L50089;L;3007;3096;15000;441;122;0;0;0;0;0;0;
2911;01/05/2024 05:59;L50090;L;3006;3095;15760;388;124;0;0;0;0;0;0;
2912;01/05/2024 06:59;M17771;M;3007;3095;13520;;126;0;0;0;0;0;0;
2913;01/05/2024 07:59;L50092;L;3007;3096;16610;303;129;0;0;0;0;0;0;
2914;01/05/2024 08:59;L50093;L;3007;3096;15410;346;131;0;0;0;0;0;0;
2915;01/05/2024 09:59;H32328;H;3006;3096;18880;205;133;0;0;0;0;0;0;
2916;01/05/2024 10:59;L50095;L;3005;3095;12550;621;138;0;0;0;0;0;0;
2917;01/05/2024 11:59;L50096;L;3006;3096;14110;416;140;0;0;0;0;0;0;
2918;01/05/2024 12:59;L50097;L;3006;3095;15160;390;142;0;0;0;0;0;0;
2919;01/05/2024 13:59;M17778;medium;3006;3095;14920;340;144;0;0;0;0;0;0;
2920;01/05/2024 14:59;L50099;L;3006;3096;17260;300;147;0;0;0;0;0;0;
2921;01/05/2024 15:59;L50100;L;3007;3097;15980;337;149;0;0;0;0;0;0;
2922;01/05/2024 16:59;L50101;L;3008;3098;16570;311;151;0;0;0;0;0;0;
2923;01/05/2024 17:59;L50102;L;3008;3097;14810;381;153;0;0;0;0;0;0;
2924;01/05/2024 18:59;M17783;M;3007;3097;13970;513;155;0;0;0;0;0;0;
2925;01/05/2024 19:59;L50104;L;3008;3097;14610;443;158;0;0;0;0;0;0;
2926;01/05/2024 20:59;M17785;M;3007;3096;13880;511;160;0;0;0;0;0;0;
2927;01/05/2024 21:59;L50106;L;3007;3097;15070;524;163;0;0;0;0;0;0;
2928;01/05/2024 22:59;M17787;M;3007;3096;14210;498;165;0;0;0;0;0;0;
2929;01/05/2024 23:59;M17788;M;3008;3097;12580;549;168;0;0;0;0;0;0;
2930;02/05/2024 00:59;M17789;M;3008;3097;14820;390;171;0;0;0;0;0;0;
2931;02/05/2024 01:59;H32344;H;3007;3096;14030;513;174;0;0;0;0;0;0;
2932;02/05/2024 02:59;L50111;L;3008;3097;13730;454;179;0;0;0;0;0;0;
2933;02/05/2024 03:59;L50112;L;3009;3097;14600;421;181;0;0;0;0;0;0;
2934;02/05/2024 04:59;M17793;M;3008;3097;17510;279;183;0;0;0;0;0;0;
2935;02/05/2024 05:59;M17794;M;3008;3096;15460;423;186;0;0;0;0;0;0;
2936;02/05/2024 06:59;M17795;M;3008;3097;16800;282;189;0;0;0;0;0;0;
2937;02/05/2024 07:59;M17796;M;3009;3097;13940;488;192;0;0;0;0;0;0;
2938;02/05/2024 08:59;L50117;L;3007;3096;18100;260;195;0;0;0;0;0;0;
2939;02/05/2024 09:59;L50118;L;3007;3095;14790;345;197;0;0;0;0;0;0;
2940;02/05/2024 10:59;L50119;L;3009;3097;14310;;199;0;0;0;0;0;0;
2941;02/05/2024 11:59;L50120;L;3009;3097;23550;144;201;0;0;0;0;0;0;
2942;02/05/2024 12:59;M17801;M;3007;3096;19960;198;203;1;10;0;0;0;0;
2943;02/05/2024 13:59;L50122;low;3007;3095;14610;499;0;0;0;0;0;0;0;
2944;02/05/2024 14:59;H32357;H;3007;3095;20070;197;2;0;0;0;0;0;0;
2945;02/05/2024 15:59;L50124;L;3007;3096;15050;349;7;0;0;0;0;0;0;
2946;02/05/2024 16:59;H32359;H;3007;3096;19250;205;9;0;0;0;0;0;0;
2947;02/05/2024 17:59;M17806;M;3007;3095;16220;305;14;0;0;0;0;0;0;
2948;02/05/2024 18:59;L50127;L;3007;3095;15920;290;17;0;0;0;0;0;0;
2949;02/05/2024 19:59;L50128;L;3007;3095;18500;245;19;0;0;0;0;0;0;
2950;02/05/2024 20:59;M17809;M;3007;3095;14700;487;21;0;0;0;0;0;0;
2951;02/05/2024 21:59;M17810;M;3007;3095;14450;464;24;0;0;0;0;0;0;
2952;02/05/2024 22:59;L50131;L;3007;3095;16850;311;27;0;0;0;0;0;0;
2953;02/05/2024 23:59;H32366;H;3007;3095;16670;305;29;0;0;0;0;0;0;
2954;03/05/2024 00:59;L50133;L;3007;3095;15780;354;34;0;0;0;0;0;0;
2955;03/05/2024 01:59;H32368;H;3006;3094;16910;280;36;0;0;0;0;0;0;
2956;03/05/2024 02:59;M17815;M;3007;3095;14390;438;41;0;0;0;0;0;0;
2957;03/05/2024 03:59;M17816;M;3008;3096;14040;387;44;0;0;0;0;0;0;
2958;03/05/2024 04:59;L50137;L;3008;3096;14980;458;47;0;0;;0;0;0;
2959;03/05/2024 05:59;M17818;M;3008;3095;14810;445;49;0;0;0;0;0;0;
2960;03/05/2024 06:59;M17819;M;3007;3094;15890;350;52;0;0;0;0;0;0;
2961;03/05/2024 07:59;L50140;L;3007;3095;14670;443;55;0;0;0;0;0;0;
2962;03/05/2024 08:59;L50141;L;3006;3094;16540;328;57;0;0;0;0;0;0;
2963;03/05/2024 09:59;L50142;L;3007;3095;15080;399;59;0;0;0;0;0;0;
2964;03/05/2024 10:59;M17823;M;3007;3096;14390;430;61;0;0;0;0;0;0;
2965;03/05/2024 11:59;L50144;L;3007;3095;16920;303;64;0;0;0;0;0;0;Verificar vibração
2966;03/05/2024 12:59;M17825;M;3007;3095;18380;249;66;0;0;0;0;0;0;
2967;03/05/2024 13:59;L50146;L;3006;3093;16010;402;69;0;0;0;0;0;0;
2968;03/05/2024 14:59;L50147;low;3006;3094;13690;516;71;0;0;0;0;0;0;
2969;03/05/2024 15:59;M17828;M;3006;3094;13120;452;73;0;0;0;0;0;0;
2970;03/05/2024 16:59;L50149;L;3006;3094;14680;441;76;0;0;0;0;0;0;
2971;03/05/2024 17:59;M17830;M;3006;3094;14520;394;78;0;0;0;0;0;0;
2972;03/05/2024 18:59;M17831;M;3007;3095;13930;439;81;0;;0;0;0;0;
2973;03/05/2024 19:59;M17832;M;3006;3094;14320;442;84;0;0;0;0;0;0;
2974;03/05/2024 20:59;M17833;M;3006;3093;15100;460;87;0;0;0;0;0;0;
2975;03/05/2024 21:59;M17834;M;3006;3094;15210;372;90;0;0;0;0;0;0;
2976;03/05/2024 22:59;H32389;H;3005;3094;13600;;93;0;0;0;0;0;0;
2977;03/05/2024 23:59;M17836;M;3005;3093;18810;255;98;0;0;0;0;0;0;
2978;04/05/2024 00:59;L50157;L;3004;3093;14130;;101;0;0;0;0;0;0;
2979;04/05/2024 01:59;H32392;H;3005;3094;16420;362;103;0;0;0;0;0;0;
2980;04/05/2024 02:59;L50159;L;3005;3095;15420;385;108;0;0;0;0;0;0;
2981;04/05/2024 03:59;L50160;L;3004;3095;14470;393;110;0;0;0;0;0;0;
2982;04/05/2024 04:59;H32395;H;3004;3094;15300;404;112;0;0;0;0;0;0;
2983;04/05/2024 05:59;L50162;L;3005;3095;17950;277;117;0;0;0;0;0;0;
2984;04/05/2024 06:59;L50163;L;3006;3096;12900;574;119;0;0;0;0;0;0;
2985;04/05/2024 07:59;L50164;L;3006;3097;16390;304;121;0;0;0;0;0;0;
2986;04/05/2024 08:59;L50165;L;3007;3098;15960;315;123;0;0;0;0;0;0;
2987;04/05/2024 09:59;L50166;L;3006;3098;14550;480;125;0;0;0;0;0;0;
2988;04/05/2024 10:59;M17847;M;3006;3098;16590;289;127;0;0;0;0;0;0;
2989;04/05/2024 11:59;M17848;M;3006;3098;15320;425;130;0;0;0;0;0;0;
2990;04/05/2024 12:59;L50169;L;3006;3098;15020;424;133;0;0;0;0;0;0;
2991;04/05/2024 13:59;L50170;L;3006;3098;16880;286;135;0;0;0;0;0;0;
2992;04/05/2024 14:59;M17851;M;3005;3097;13410;509;137;0;0;0;0;0;0;
2993;04/05/2024 15:59;M17852;M;3005;3097;16850;294;140;0;0;0;0;0;0;Verificar vibração
2994;04/05/2024 16:59;M17853;M;3005;3098;13700;559;143;0;0;0;0;0;0;
2995;04/05/2024 17:59;L50174;L;3005;3098;14610;525;146;0;0;0;0;0;0;
2996;04/05/2024 18:59;L50175;L;3005;3098;15500;374;148;0;0;0;0;0;0;
2997;04/05/2024 19:59;M17856;M;3005;3098;15080;378;150;0;0;0;0;0;0;
2998;04/05/2024 20:59;L50177;L;3005;3098;13450;627;153;0;0;0;0;0;0;
2999;04/05/2024 21:59;L50178;L;3005;3097;16160;345;155;0;0;0;0;0;0;
3000;04/05/2024 22:59;L50179;L;3005;3097;13950;610;157;0;0;0;0;0;0;
3001;04/05/2024 23:59;H32414;H;3005;3098;13240;728;159;1;0;0;10;0;0;
3002;05/05/2024 00:59;L50181;L;3005;3098;14450;439;164;0;0;0;0;0;0;
3003;05/05/2024 01:59;M17862;M;3005;3098;15550;389;166;0;0;0;0;0;0;
3004;05/05/2024 02:59;M17863;M;3006;3099;14490;424;169;0;0;0;0;0;0;
3005;05/05/2024 03:59;M17864;M;3005;3099;14660;532;172;0;0;0;0;0;0;
3006;05/05/2024 04:59;L50185;L;3005;3099;15030;374;175;0;0;0;0;0;0;
3007;05/05/2024 05:59;L50186;L;3004;3097;14880;357;177;0;0;0;0;0;0;
3008;05/05/2024 06:59;L50187;L;3004;3097;13140;;179;0;0;0;0;0;0;
3009;05/05/2024 07:59;M17868;M;3004;3097;15470;380;181;0;0;0;0;0;0;
3010;05/05/2024 08:59;M17869;M;3004;3097;14660;398;184;0;0;0;0;0;0;
3011;05/05/2024 09:59;L50190;L;3003;3096;15370;371;187;0;0;0;0;0;0;
3012;05/05/2024 10:59;M17871;M;3002;3095;14340;515;189;0;0;0;0;0;0;
3013;05/05/2024 11:59;L50192;L;3004;3096;14320;447;192;0;0;0;0;0;0;
3014;05/05/2024 12:59;L50193;L;3005;3096;13900;484;194;0;0;0;0;0;0;
3015;05/05/2024 13:59;L50194;L;3005;3097;15800;428;196;0;0;0;0;0;0;
3016;05/05/2024 14:59;L50195;L;3005;3097;15890;305;198;0;0;0;0;0;0;
3017;05/05/2024 15:59;L50196;L;3005;3098;14410;488;200;0;0;0;0;0;0;
3018;05/05/2024 16:59;L50197;L;3005;3098;13050;517;202;0;0;0;0;0;0;
3019;05/05/2024 17:59;M17878;M;3005;3098;15660;359;204;0;0;0;0;0;0;
3020;05/05/2024 18:59;L50199;L;3005;3098;13790;542;207;1;0;0;0;1;0;
3021;05/05/2024 19:59;L50200;L;3004;3096;15430;381;209;0;0;0;0;0;0;
3022;05/05/2024 20:59;L50201;L;3005;3098;14210;496;211;0;0;0;0;0;0;
3023;05/05/2024 21:59;L50202;L;3005;3096;17600;306;213;0;0;0;0;0;0;
3024;05/05/2024 22:59;L50203;L;3004;3095;17110;292;215;0;0;0;0;0;0;
3025;05/05/2024 23:59;L50204;L;3005;3096;14650;416;217;0;0;0;0;0;0;
3026;06/05/2024 00:59;L50205;L;3005;3096;13660;502;219;0;0;0;0;0;0;
3027;06/05/2024 01:59;M17886;M;3004;3095;18880;219;221;0;0;0;0;0;0;
3028;06/05/2024 02:59;L50207;L;3005;3095;17770;236;0;0;0;0;0;0;0;
3029;06/05/2024 03:59;L50208;L;3005;3095;13790;556;2;0;0;0;0;0;0;Verificar vibração
3030;06/05/2024 04:59;L50209;L;3004;3095;15250;513;4;0;0;0;0;0;0;
3031;06/05/2024 05:59;M17890;M;3004;3096;15630;340;6;0;0;0;0;0;0;
3032;06/05/2024 06:59;M17891;M;3005;3097;13890;433;9;0;0;0;0;0;0;
3033;06/05/2024 07:59;M17892;M;3006;3098;14470;429;12;0;0;0;0;0;0;
3034;06/05/2024 08:59;M17893;M;3006;3097;19340;228;15;0;0;0;0;0;0;
3035;06/05/2024 09:59;H32448;H;3006;3097;14700;438;18;0;0;0;0;0;0;
3036;06/05/2024 10:59;M17895;M;3006;3097;14280;426;23;0;0;0;0;0;0;
3037;06/05/2024 11:59;L50216;L;3004;3096;13190;481;26;0;0;0;0;0;0;
3038;06/05/2024 12:59;L50217;L;3005;3097;18870;243;28;0;0;0;0;0;0;
3039;06/05/2024 13:59;L50218;L;3004;3095;13490;504;30;0;0;0;0;0;0;
3040;06/05/2024 14:59;M17899;M;3003;3095;16650;314;32;0;0;0;0;0;0;
3041;06/05/2024 15:59;L50220;L;3003;3095;14740;387;35;0;0;0;0;0;0;
3042;06/05/2024 16:59;L50221;L;3004;3095;15430;389;37;0;0;0;0;0;0;
3043;06/05/2024 17:59;M17902;M;3002;3094;14590;439;39;0;0;0;0;0;0;
3044;06/05/2024 18:59;L50223;L;3003;3095;15510;379;42;0;0;0;0;0;0;
3045;06/05/2024 19:59;L50224;L;3002;3094;19810;214;44;0;0;0;0;0;0;
3046;06/05/2024 20:59;L50225;L;3002;3094;15260;353;46;0;0;0;0;0;0;
3047;06/05/2024 21:59;M17906;M;3002;3094;15010;400;48;0;0;0;0;0;0;
3048;06/05/2024 22:59;L50227;L;3002;3094;15580;383;51;0;0;0;0;0;0;
3049;06/05/2024 23:59;L50228;L;3002;3093;15320;432;53;0;0;0;0;0;0;
3050;07/05/2024 00:59;L50229;L;3001;3092;13260;559;55;0;0;0;0;0;0;
3051;07/05/2024 01:59;L50230;L;3002;3092;14310;513;57;0;0;0;0;0;0;
3052;07/05/2024 02:59;L50231;L;3002;3093;13660;493;59;0;0;0;0;0;0;
3053;07/05/2024 03:59;L50232;L;3001;3092;14210;425;61;0;0;0;0;0;0;
3054;07/05/2024 04:59;H32467;H;3002;3093;15060;356;63;0;0;;0;0;0;
3055;07/05/2024 05:59;H32468;H;3002;3093;13420;487;68;0;0;0;0;0;0;
3056;07/05/2024 06:59;L50235;L;3001;3092;14270;376;73;0;0;0;0;0;0;
3057;07/05/2024 07:59;L50236;L;3002;3092;16670;299;75;0;0;0;0;0;0;
3058;07/05/2024 08:59;L50237;L;3001;3091;14000;467;77;0;0;0;0;0;0;
3059;07/05/2024 09:59;L50238;L;3000;3090;17090;321;79;0;0;0;0;0;0;
3060;07/05/2024 10:59;M17919;M;3000;3090;13680;458;81;0;0;0;0;0;0;
3061;07/05/2024 11:59;L50240;L;3000;3091;18820;238;84;0;0;0;0;0;0;
3062;07/05/2024 12:59;L50241;L;3001;3091;13530;587;86;0;0;0;0;0;0;
3063;07/05/2024 13:59;L50242;L;2999;3090;15530;400;88;0;0;0;0;0;0;
3064;07/05/2024 14:59;L50243;L;3000;3091;14310;454;90;0;0;0;0;0;0;
3065;07/05/2024 15:59;M17924;M;3001;3091;17310;304;92;0;0;0;0;0;0;
3066;07/05/2024 16:59;M17925;M;3001;3092;16870;277;95;0;0;0;0;0;1;
3067;07/05/2024 17:59;M17926;M;3001;3092;14570;;98;0;0;0;0;0;0;
3068;07/05/2024 18:59;L50247;L;3001;3092;15330;370;101;0;0;0;0;0;0;
3069;07/05/2024 19:59;H32482;H;3000;3090;16220;318;103;0;0;0;0;0;0;
3070;07/05/2024 20:59;L50249;L;3000;3091;17910;282;108;0;0;0;0;0;0;
3071;07/05/2024 21:59;L50250;L;3000;3091;16310;283;110;0;0;0;0;0;0;
3072;07/05/2024 22:59;L50251;L;3000;3090;21740;169;112;0;0;0;0;0;0;
3073;07/05/2024 23:59;L50252;L;3001;3090;13140;582;114;0;0;0;0;0;0;
3074;08/05/2024 00:59;L50253;L;3001;3091;14780;469;116;0;0;0;0;0;0;
3075;08/05/2024 01:59;L50254;L;3001;3092;17830;273;118;0;0;0;0;0;0;
3076;08/05/2024 02:59;M17935;M;3001;3092;13850;461;120;0;0;0;0;0;0;
3077;08/05/2024 03:59;L50256;L;3000;3092;14440;436;123;0;0;0;0;0;0;
3078;08/05/2024 04:59;L50257;L;3001;3093;18410;230;125;0;0;0;0;0;0;
3079;08/05/2024 05:59;M17938;M;3001;3094;13490;562;127;0;;0;0;0;0;
3080;08/05/2024 06:59;L50259;L;3001;3093;13400;560;130;0;0;0;0;0;0;
3081;08/05/2024 07:59;M17940;M;2999;3092;15390;432;132;0;0;0;0;0;0;
3082;08/05/2024 08:59;M17941;M;3000;3093;19320;218;135;0;0;0;0;0;0;
3083;08/05/2024 09:59;M17942;M;3000;3093;14070;439;138;0;0;0;0;0;0;
3084;08/05/2024 10:59;L50263;L;3001;3093;17120;285;141;0;0;0;0;0;0;
3085;08/05/2024 11:59;H32498;H;3001;3094;-9990;552;143;0;0;0;0;0;0;
3086;08/05/2024 12:59;L50265;L;3001;3092;14410;429;148;0;0;0;0;0;0;
3087;08/05/2024 13:59;L50266;L;3000;3092;16100;321;150;0;0;0;0;0;0;
3088;08/05/2024 14:59;M17947;M;3000;3091;14740;;152;0;0;0;0;0;0;
3089;08/05/2024 15:59;M17948;M;3000;3091;16240;308;155;0;0;0;0;0;0;
3090;08/05/2024 16:59;H32503;H;3001;3093;15200;382;158;0;0;0;0;0;0;
3091;08/05/2024 17:59;H32504;H;3001;3093;14480;458;163;0;0;0;0;0;0;
3092;08/05/2024 18:59;L50271;L;3000;3093;15580;297;168;0;0;0;0;0;0;Verificar vibração
3093;08/05/2024 19:59;M17952;M;3000;3093;22930;163;170;0;0;0;0;0;0;
3094;08/05/2024 20:59;L50273;L;3000;3093;13970;512;173;0;0;0;0;0;0;
3095;08/05/2024 21:59;L50274;L;3000;3093;19720;220;175;0;0;0;0;0;0;
3096;08/05/2024 22:59;M17955;M;2999;3092;15740;365;177;0;0;0;0;0;0;Verificar vibração
3097;08/05/2024 23:59;L50276;L;2999;3092;15600;389;180;0;0;0;0;0;0;
3098;09/05/2024 00:59;M17957;M;2999;3092;13530;498;182;0;0;0;0;0;0;
3099;09/05/2024 01:59;M17958;M;2999;3092;13890;;185;0;0;0;0;0;0;
3100;09/05/2024 02:59;M17959;medium;2999;3091;15130;438;188;0;0;0;0;0;0;
3101;09/05/2024 03:59;L50280;L;2998;3091;15780;421;191;0;0;0;0;0;0;
3102;09/05/2024 04:59;H32515;H;2998;3090;14670;373;193;0;0;0;0;0;0;
3103;09/05/2024 05:59;L50282;L;2999;3091;14120;483;198;0;0;0;0;0;0;
3104;09/05/2024 06:59;L50283;L;2998;3091;16680;303;200;0;0;0;0;0;0;
3105;09/05/2024 07:59;M17964;M;2998;3092;16780;298;202;0;0;0;0;0;0;
3106;09/05/2024 08:59;L50285;L;2998;3091;16120;354;205;0;0;0;0;0;0;
3107;09/05/2024 09:59;L50286;L;2998;3091;14850;399;207;0;0;0;0;0;0;
3108;09/05/2024 10:59;M17967;M;2998;3091;14560;;209;0;0;0;0;0;0;
3109;09/05/2024 11:59;L50288;L;2998;3092;15040;387;212;0;0;0;0;0;0;
3110;09/05/2024 12:59;L50289;L;2999;3092;14910;443;214;0;0;0;0;0;0;
3111;09/05/2024 13:59;H32524;H;2999;3092;15250;332;0;0;0;0;0;0;0;
3112;09/05/2024 14:59;L50291;L;3000;3092;17590;279;5;0;0;0;0;0;0;
3113;09/05/2024 15:59;M17972;M;2998;3091;13550;567;7;0;0;0;0;0;0;
3114;09/05/2024 16:59;M17973;M;2999;3091;13450;568;10;0;0;0;0;0;0;
3115;09/05/2024 17:59;M17974;M;2999;3092;16830;305;13;0;0;0;0;0;0;
3116;09/05/2024 18:59;L50295;L;2999;3092;16580;348;16;0;0;0;0;0;0;
3117;09/05/2024 19:59;L50296;L;3000;3092;15660;344;18;0;0;0;0;0;0;
3118;09/05/2024 20:59;M17977;M;3001;3093;14690;;20;0;0;0;0;0;0;
3119;09/05/2024 21:59;M17978;M;3002;3095;14580;469;23;0;0;0;0;0;0;
3120;09/05/2024 22:59;L50299;L;3001;3094;18580;236;26;0;0;0;0;0;0;
3121;09/05/2024 23:59;H32534;H;3001;3094;15630;408;28;0;0;0;0;0;0;
3122;10/05/2024 00:59;L50301;L;3001;3094;21410;179;33;0;;0;0;0;0;
3123;10/05/2024 01:59;L50302;L;3000;3093;14730;460;35;0;0;0;0;0;0;
3124;10/05/2024 02:59;H32537;H;3000;3094;14980;385;37;0;0;0;0;0;0;
3125;10/05/2024 03:59;L50304;L;3001;3094;15680;397;42;0;0;0;0;0;0;Verificar vibração
3126;10/05/2024 04:59;L50305;L;3001;3094;16940;274;44;0;0;0;0;0;0;
3127;10/05/2024 05:59;L50306;L;3000;3094;14990;357;46;0;0;0;0;0;0;
3128;10/05/2024 06:59;L50307;L;3000;3095;17170;283;48;0;0;0;0;0;0;
3129;10/05/2024 07:59;M17988;M;3001;3095;14620;428;50;0;0;0;0;0;0;
3130;10/05/2024 08:59;L50309;L;3001;3096;16420;345;53;0;0;0;0;0;0;
3131;10/05/2024 09:59;L50310;L;3001;3096;17600;254;55;0;0;0;0;0;0;
3132;10/05/2024 10:59;L50311;L;3001;3095;16600;327;57;0;0;0;0;0;0;
3133;10/05/2024 11:59;L50312;L;3001;3095;15570;406;59;0;0;0;0;0;0;
3134;10/05/2024 12:59;H32547;H;3002;3096;14420;492;61;0;0;0;0;0;0;
3135;10/05/2024 13:59;L50314;L;3002;3096;13590;515;66;0;0;0;0;0;0;
3136;10/05/2024 14:59;L50315;L;3004;3098;13420;525;68;0;0;0;0;0;0;
3137;10/05/2024 15:59;L50316;L;3004;3099;14350;548;70;0;0;0;0;0;0;
3138;10/05/2024 16:59;L50317;L;3004;3099;15670;365;72;0;0;0;0;0;0;
3139;10/05/2024 17:59;L50318;L;3004;3099;13760;435;74;0;0;0;0;0;0;
3140;10/05/2024 18:59;H32553;H;3004;3099;15130;387;76;0;0;0;0;0;0;
3141;10/05/2024 19:59;H32554;H;3004;3099;25630;128;81;1;0;0;10;0;0;
3142;10/05/2024 20:59;L50321;L;3005;3100;15210;451;86;0;0;0;0;0;0;
3143;10/05/2024 21:59;L50322;L;3006;3100;16580;347;88;0;0;0;0;0;0;
3144;10/05/2024 22:59;H32557;H;3006;3100;14190;424;90;0;0;0;0;0;0;
3145;10/05/2024 23:59;M18004;M;3006;3100;14780;363;95;0;0;0;0;0;0;
3146;11/05/2024 00:59;M18005;M;3005;3100;14150;435;98;0;0;0;0;0;0;
3147;11/05/2024 01:59;M18006;M;3005;3099;17800;265;101;0;0;0;0;0;0;
3148;11/05/2024 02:59;M18007;M;3004;3097;14400;428;104;0;0;0;0;0;0;
3149;11/05/2024 03:59;H32562;H;3004;3098;14480;397;107;0;0;0;0;0;0;
3150;11/05/2024 04:59;H32563;H;3004;3097;15000;352;112;0;0;0;0;0;0;
3151;11/05/2024 05:59;L50330;L;3004;3098;15130;329;117;0;0;0;0;0;0;
3152;11/05/2024 06:59;L50331;L;3005;3098;14280;438;119;0;0;0;0;0;0;
